BAG-nr openbare ruimte,Straatcode,Openbare ruimtenaam BAG,Woonplaats,Type
0344300000003436,18722,Oosterstroom,Utrecht,Water
0344300000003240,11400,Opaalweg,Utrecht,Weg
0344300000001738,11405,Operettelaan,Utrecht,Weg
0344300000001012,11410,Oppenheimplein,Utrecht,Weg
0344300000001318,11415,Opsterland,Utrecht,Weg
0344300000001013,11420,Opzoomerstraat,Utrecht,Weg
0344300000001175,18574,Oranjebrug,Utrecht,Kunstwerk
0344300000001014,11430,Oranjehof,Utrecht,Weg
0344300000002201,17795,Oranjelaan,De Meern,Weg
0344300000003241,11440,Oranje-Nassaulaan,Utrecht,Weg
0344300000001015,11450,Oranjerivierdreef,Utrecht,Weg
0344300000003242,11460,Oranjestraat,Utrecht,Weg
0344300000001016,11470,Orchideestraat,Utrecht,Weg
0344300000003010,11475,Oreganoweg,Utrecht,Weg
0344300000001559,11480,Oregondreef,Utrecht,Weg
0344300000001017,11490,Orinocodreef,Utrecht,Weg
0344300000001018,11500,Orionstraat,Utrecht,Weg
0344300000003069,17796,Orkaan,De Meern,Weg
0344300000003243,11505,Orkaden,Utrecht,Weg
0344300000002902,11510,Ornsteinsingel,Utrecht,Weg
0344300000001815,11514,Orteliuslaan,Utrecht,Weg
0344300000002703,5421,Oscar Hammersteinstraat,Utrecht,Weg
0344300000002384,10695,Oskar Nedbalhof,Utrecht,Weg
0344300000001891,11516,Oslostraat,Utrecht,Weg
0344300000001366,11520,Ossewagendreef,Utrecht,Weg
0344300000002786,16721,Oswald Wenckebachhof,Utrecht,Weg
0344300000001019,11540,Othellodreef,Utrecht,Weg
0344300000003244,11545,Ottawadreef,Utrecht,Weg
0344300000001560,11550,Otterspoorlaan,Utrecht,Weg
0344300000001020,11560,Otterstraat,Utrecht,Weg
0344300000001021,5384,Otto Hahnweg,Utrecht,Weg
0344300000001561,11570,Oude Baden-Powellweg,Utrecht,Weg
0344300000002934,11580,Oude Daalstraat,Utrecht,Weg
0344300000001213,18723,Oude Gracht,Utrecht,Water
0344300000001022,11605,Oude Houtensepad,Utrecht,Weg
0344300000003612,11620,Oude Kerkstraat,Utrecht,Weg
0344300000003246,11650,Oude Leidseweg,Utrecht,Weg
0344300000001023,11660,Oude Liesbosweg,Utrecht,Weg
0344300000001706,11670,Oude Loevenhoutsedijk,Utrecht,Weg
0344300000001024,11700,Oude Pijlsweerdstraat,Utrecht,Weg
0344300000003437,18724,Oude Rijn,Utrecht,Water
0344300000001275,11710,Oude Vleutenseweg,Utrecht,Weg
0344300000001025,11590,Oudegeinlaan,Utrecht,Weg
0344300000003247,11600,Oudegracht,Utrecht,Weg
0344300000001026,11603,Oudegracht aan de Werf,Utrecht,Weg
0344300000001319,11610,Oudekamp,Utrecht,Weg
0344300000001027,11680,Oudemansstraat,Utrecht,Weg
0344300000003248,11690,Oudenoord,Utrecht,Weg
0344300000003474,18754,Oudenrijnsche Wetering,Utrecht,Water
0344300000002152,11693,Oudenrijnsepad,Utrecht,Weg
0344300000002050,17076,Oudenrijnseweg,De Meern,Weg
0344300000003043,17797,Oudenrijnsingel,De Meern,Weg
0344300000002057,18576,Ouderijnbrug,Utrecht,Kunstwerk
0344300000001028,11720,Oudkerkhof,Utrecht,Weg
0344300000003249,11724,Oudlaan,Utrecht,Weg
0344300000001029,11740,Oudwijk,Utrecht,Weg
0344300000003250,11750,Oudwijkerdwarsstraat,Utrecht,Weg
0344300000001030,11760,Oudwijkerlaan,Utrecht,Weg
0344300000002903,11770,Oudwijkerveldstraat,Utrecht,Weg
0344300000003245,11730,Oud-Wulvenlaan,Utrecht,Weg
0344300000002781,11735,Oud-Wulvenplantsoen,Utrecht,Weg
0344300000001423,18739,Oud-Wulverbroekwetering,Utrecht,Water
0344300000001031,11795,Overijssellaan,Utrecht,Weg
0344300000001032,11790,Overste den Oudenlaan,Utrecht,Weg
0344300000002597,11796,Overwinningslaan,Utrecht,Weg
0344300000003251,11800,Ovidiuslaan,Utrecht,Weg
0344300000002925,11810,Oxfordpad,Utrecht,Weg
0344300000001033,4897,P.A. de Genestetstraat,Utrecht,Weg
0344300000002067,11815,Paardenbloemsingel,Vleuten,Weg
0344300000002187,11818,Paardensprongstraat,Utrecht,Weg
0344300000001034,11820,Paardenveld,Utrecht,Weg
0344300000003754,18645,Paardenveldbrug,Utrecht,Kunstwerk
0344300000003326,11840,Paarlstraat,Utrecht,Weg
0344300000002948,10708,Pablo Nerudastraat,Utrecht,Weg
0344300000003536,12215,Pablo Picassostraat,Utrecht,Weg
0344300000003772,5391,Pad van de Onbekende Heldin,Haarzuilens,Weg
0344300000003771,5385,Pad van de Onbekende Heldin,Utrecht,Weg
0344300000003252,11850,Padangstraat,Utrecht,Weg
0344300000003729,11853,Paddenstoelenhof,Vleuten,Weg
0344300000002659,11852,Paddenstoelenlaan,Vleuten,Weg
0344300000002978,11851,Paddenstoelenplaats,Vleuten,Weg
0344300000003891,25052,Paddenstoelenstede,Vleuten,Weg
0344300000001035,11860,Padualaan,Utrecht,Weg
0344300000001036,11870,Pagelaan,Utrecht,Weg
0344300000003253,11876,Pagodedreef,Utrecht,Weg
0344300000001037,11880,Pahud de Mortangesdreef,Utrecht,Weg
0344300000002924,9565,Pal Maleterstraat,Utrecht,Weg
0344300000002990,11887,Paleistuinlaan,Vleuten,Weg
0344300000001038,11890,Palembangstraat,Utrecht,Weg
0344300000003254,11900,Palestrinastraat,Utrecht,Weg
0344300000001039,11910,Palissanderstraat,Utrecht,Weg
0344300000001040,11930,Pallaesstraat,Utrecht,Weg
0344300000003255,11920,Pallas-Athenedreef,Utrecht,Weg
0344300000001041,11940,Palmstraat,Utrecht,Weg
0344300000003015,11945,Palmsuikerweg,Utrecht,Weg
0344300000001320,11954,Pampadreef,Utrecht,Weg
0344300000003663,11955,Pampasgraslaan,Vleuten,Weg
0344300000001235,11956,Panbos,Vleuten,Weg
0344300000001042,11960,Pandoradreef,Utrecht,Weg
0344300000003256,11965,Panovenstraat,Utrecht,Weg
0344300000003613,11970,Papaverstraat,Utrecht,Weg
0344300000002179,19058,Papendorpbrug,Utrecht,Kunstwerk
0344300000001224,11974,Papendorpsepad,Utrecht,Weg
0344300000001043,11975,Papendorpseweg,Utrecht,Weg
0344300000001836,11977,Papiliohof,Utrecht,Weg
0344300000002027,11979,Paprikaweg,Utrecht,Weg
0344300000003257,11990,Papyrusdreef,Utrecht,Weg
0344300000001986,11995,Paradijstuinlaan,Vleuten,Weg
0344300000001367,11980,Parallelweg,Utrecht,Weg
0344300000001044,12000,Paramaribostraat,Utrecht,Weg
0344300000001045,12010,Paranádreef,Utrecht,Weg
0344300000003452,12012,Parelmoervlinder,Utrecht,Weg
0344300000001903,11985,Parijsboulevard,Utrecht,Weg
0344300000003867,25029,Parijsplein,Utrecht,Weg
0344300000001407,18210,Park Bloeyendael,Utrecht,Landschappelijk gebied
0344300000001802,18279,Park De Balije,De Meern,Landschappelijk gebied
0344300000003338,18211,Park de Gagel,Utrecht,Landschappelijk gebied
0344300000003652,12013,Park de Hoge Weide,Utrecht,Landschappelijk gebied
0344300000001408,18212,Park de Koppel,Utrecht,Landschappelijk gebied
0344300000003258,12016,Park de Koppel,Utrecht,Weg
0344300000001409,18213,Park de Uithof,Utrecht,Landschappelijk gebied
0344300000001410,18214,Park de Watertoren,Utrecht,Landschappelijk gebied
0344300000001803,19514,Park Grauwaart,Utrecht,Landschappelijk gebied
0344300000001915,11987,Park Leeuwesteyn,Utrecht,Landschappelijk gebied
0344300000003635,18215,Park Nieuweroord,Utrecht,Landschappelijk gebied
0344300000001564,12020,Park Oog in Al,Utrecht,Weg
0344300000003339,18216,Park Oog in Al,Utrecht,Landschappelijk gebied
0344300000001411,18217,Park Transwijk,Utrecht,Landschappelijk gebied
0344300000002361,19504,Park Voorn,Utrecht,Landschappelijk gebied
0344300000003348,12028,Park Voorn,Utrecht,Weg
0344300000001046,12030,Parkstraat,Utrecht,Weg
0344300000003096,17955,Parkweg,Vleuten,Weg
0344300000003155,12032,Parkzichtlaan,Utrecht,Weg
0344300000001807,12055,Parnassusbloemlaan,Vleuten,Weg
0344300000001047,12050,Parnassusdreef,Utrecht,Weg
0344300000002904,12060,Parsifaldreef,Utrecht,Weg
0344300000001382,12070,Pascalplein,Utrecht,Weg
0344300000002202,17798,Passaat,De Meern,Weg
0344300000002076,12082,Passiebloempad,Vleuten,Weg
0344300000002077,12084,Passiebloemweg,Vleuten,Weg
0344300000001048,12080,Pasteurstraat,Utrecht,Weg
0344300000002319,17799,Pastoor Boelenslaan,De Meern,Weg
0344300000002943,7735,Pastoor Koelmanhof,Utrecht,Weg
0344300000002332,17956,Pastoor Ohllaan,Vleuten,Weg
0344300000001049,11073,Pastoor van Nuenenhof,Utrecht,Weg
0344300000001565,11075,Pastoor van Nuenenstraat,Utrecht,Weg
0344300000001806,14768,Pastor Stockmannhof,Utrecht,Weg
0344300000002119,12081,Pastoraleperenlaan,Vleuten,Weg
0344300000001050,12083,Patagoniëdreef,Utrecht,Weg
0344300000003708,94,Pater Mendelpad,Vleuten,Weg
0344300000001051,12087,Patmosdreef,Utrecht,Weg
0344300000001052,12090,Patrimoniumstraat,Utrecht,Weg
0344300000001740,95,Paul Abrahamstraat,Utrecht,Weg
0344300000002117,2465,Paul Burkhardplantsoen,Utrecht,Weg
0344300000001793,2816,Paul Cézannehof,Utrecht,Weg
0344300000001790,2885,Paul Citroenstraat,Utrecht,Weg
0344300000001794,4831,Paul Gauguinhof,Utrecht,Weg
0344300000001053,6425,Paul Huflaan,Utrecht,Weg
0344300000001787,7525,Paul Kleestraat,Utrecht,Weg
0344300000001734,9055,Paul Linckehof,Utrecht,Weg
0344300000002585,13214,Paul Rodenkohof,De Meern,Weg
0344300000001054,12510,Paulus Potterstraat,Utrecht,Weg
0344300000001273,16020,Paulus van Vianenstraat,Utrecht,Weg
0344300000003426,18577,Paulusbrug,Utrecht,Kunstwerk
0344300000001055,12100,Pausdam,Utrecht,Weg
0344300000001176,18578,Pausdambrug,Utrecht,Kunstwerk
0344300000002148,12109,Pauwhof,Utrecht,Weg
0344300000002723,12115,Pauwoogvlinder,Utrecht,Weg
0344300000001056,12110,Pauwstraat,Utrecht,Weg
0344300000001661,2030,P.C. Borstraat,Utrecht,Weg
0344300000001562,6220,P.C. Hooftstraat,Utrecht,Weg
0344300000002118,12119,Pearsonhof,Utrecht,Weg
0344300000001057,12120,Pearsonlaan,Utrecht,Weg
0344300000002150,2315,Pedro Luis Briónstraat,Utrecht,Weg
0344300000003614,12130,Peetersdreef,Utrecht,Weg
0344300000001058,12135,Pegasushof,Utrecht,Weg
0344300000001059,12134,Pekingdreef,Utrecht,Weg
0344300000001060,12150,Pelikaanstraat,Utrecht,Weg
0344300000001177,18579,Pellecussenbrug,Utrecht,Kunstwerk
0344300000001061,12160,Pelmolenplantsoen,Utrecht,Weg
0344300000001062,12170,Pelmolenweg,Utrecht,Weg
0344300000001063,12180,Peltlaan,Utrecht,Weg
0344300000002136,12182,Pepermuntstraat,Utrecht,Weg
0344300000001064,12184,Pernambucodreef,Utrecht,Weg
0344300000002664,12185,Perronlaan,Utrecht,Weg
0344300000001065,12186,Perudreef,Utrecht,Weg
0344300000001774,12188,Perzikkruidkade,Vleuten,Weg
0344300000001066,12190,Petemoederslaan,Utrecht,Weg
0344300000003748,12198,Peter Schathof,Utrecht,Weg
0344300000001566,12195,Peterseliesteeg,Utrecht,Weg
0344300000003633,12200,Petrarcalaan,Utrecht,Weg
0344300000001067,12210,Petristraat,Utrecht,Weg
0344300000001677,3300,Petrus Dathenusstraat,Utrecht,Weg
0344300000003718,10866,P.G. van Nieuwkerkpad,Utrecht,Weg
0344300000001563,10865,P.G. van Nieuwkerkstraat,Utrecht,Weg
0344300000001383,18580,Piet Heinbrug,Utrecht,Kunstwerk
0344300000001567,12250,Piet Heinstraat,Utrecht,Weg
0344300000002096,17800,Piet Heinstraat,De Meern,Weg
0344300000002130,1482,Pieter Bernagiestraat,Utrecht,Weg
0344300000001068,2110,Pieter Bothstraat,Utrecht,Weg
0344300000001069,2280,Pieter Breughelstraat,Utrecht,Weg
0344300000003849,25015,Pieter d' Hontlaan,Utrecht,Weg
0344300000001071,6230,Pieter de Hooghstraat,Utrecht,Weg
0344300000001568,10870,Pieter Nieuwlandstraat,Utrecht,Weg
0344300000001070,13540,Pieter Saenredamstraat,Utrecht,Weg
0344300000001178,18581,Pietersbrug,Utrecht,Kunstwerk
0344300000003259,12230,Pieterskerkhof,Utrecht,Weg
0344300000001569,12240,Pieterstraat,Utrecht,Weg
0344300000003133,17046,Pijlkruid,De Meern,Weg
0344300000001839,12685,Pijlstaartvlinder,Utrecht,Weg
0344300000001072,12690,Pijlstraat,Utrecht,Weg
0344300000001073,12700,Pijnboomstraat,Utrecht,Weg
0344300000002624,12251,Pijnenburg,Vleuten,Weg
0344300000003260,12710,Pijperlaan,Utrecht,Weg
0344300000002026,12253,Pimentweg,Utrecht,Weg
0344300000002138,12255,Pimpernelstraat,Utrecht,Weg
0344300000001074,12260,Pionstraat,Utrecht,Weg
0344300000001570,12270,Pippelingstraat,Utrecht,Weg
0344300000001075,12280,Piramidedreef,Utrecht,Weg
0344300000003261,12285,Pisuisselaan,Utrecht,Weg
0344300000001076,12290,Pizarrolaan,Utrecht,Weg
0344300000001077,12300,Plankstraat,Utrecht,Weg
0344300000001425,12303,Plantage,Utrecht,Weg
0344300000003005,12305,Plantenkaspad,Utrecht,Weg
0344300000002015,12304,Plantenkasstraat,Utrecht,Weg
0344300000001969,12307,Plantentuinlaan,Vleuten,Weg
0344300000003656,12302,Plantsoen van Boedapest,Utrecht,Weg
0344300000003262,12310,Plataanstraat,Utrecht,Weg
0344300000003835,7,Plateau der Verenigde Naties,Utrecht,Weg
0344300000003872,25034,Plateau van Minsk,Utrecht,Weg
0344300000003615,12320,Platolaan,Utrecht,Weg
0344300000002800,1455,Plein van Berlage,Utrecht,Weg
0344300000003539,12325,Pleinesbos,Vleuten,Weg
0344300000002053,12330,Plesmanlaan,Utrecht,Weg
0344300000001078,12340,Plettenburgplantsoen,Utrecht,Weg
0344300000003263,12350,Plompetorenbrug,Utrecht,Weg
0344300000003427,18582,Plompetorenbrug,Utrecht,Kunstwerk
0344300000003625,18725,Plompetorengracht,Utrecht,Water
0344300000001079,12360,Plompetorengracht,Utrecht,Weg
0344300000001080,12380,Plutodreef,Utrecht,Weg
0344300000002594,12388,Plutoniumweg,Utrecht,Weg
0344300000003264,12390,Poelhekkestraat,Utrecht,Weg
0344300000001775,12392,Poelruitlaan,Vleuten,Weg
0344300000003145,19068,Polderlandbrug,De Meern,Kunstwerk
0344300000001081,12400,Polderstraat,Utrecht,Weg
0344300000001852,17026,Polderweg,Haarzuilens,Weg
0344300000001082,12420,Polluxdreef,Utrecht,Weg
0344300000000564,12435,Pompelaan,Utrecht,Weg
0344300000001571,12440,Pompoenstraat,Utrecht,Weg
0344300000000565,12445,Poolsterhof,Utrecht,Weg
0344300000003674,17957,Poortland,Vleuten,Weg
0344300000000566,12450,Poortstraat,Utrecht,Weg
0344300000003327,12470,Populierstraat,Utrecht,Weg
0344300000001572,12475,Portoricodreef,Utrecht,Weg
0344300000000567,12477,Positronweg,Utrecht,Weg
0344300000002509,12480,Postmalaan,Utrecht,Weg
0344300000001321,12490,Potgieterstraat,Utrecht,Weg
0344300000000568,12500,Potterstraat,Utrecht,Weg
0344300000001901,12511,Praagpromenade,Utrecht,Weg
0344300000002744,12512,Prattenburg,Vleuten,Weg
0344300000003549,12515,Prattenburgplaats,Vleuten,Weg
0344300000002036,12517,Pratumplaats,De Meern,Weg
0344300000001573,12520,Predikherenkerkhof,Utrecht,Weg
0344300000002510,12530,Predikherenstraat,Utrecht,Weg
0344300000002121,12533,Presidentperenlaan,Vleuten,Weg
0344300000001994,12535,Pretoriadreef,Utrecht,Weg
0344300000000569,12536,Princetonlaan,Utrecht,Weg
0344300000000570,12537,Princetonplein,Utrecht,Weg
0344300000000571,12540,Prins Bernhardlaan,Utrecht,Weg
0344300000001574,12550,Prins Bernhardplein,Utrecht,Weg
0344300000003097,17958,Prins Bernhardstraat,Vleuten,Weg
0344300000001754,18622,Prins Clausbrug,Utrecht,Kunstwerk
0344300000001179,18583,Prins Hendrikbrug,Utrecht,Kunstwerk
0344300000001691,12630,Prins Hendriklaan,Utrecht,Weg
0344300000002265,17959,Prins Hendrikweg,Vleuten,Weg
0344300000003516,17805,Prins Willem Alexander Plantsoen,De Meern,Weg
0344300000002363,19507,Prins Willem Alexanderplantsoen,De Meern,Landschappelijk gebied
0344300000001180,18584,Prinsebrug,Utrecht,Kunstwerk
0344300000002995,12562,Prinsenboslaan,Vleuten,Weg
0344300000002511,12560,Prinsenstraat,Utrecht,Weg
0344300000001805,19517,Prinses Amaliapark,Utrecht,Landschappelijk gebied
0344300000003589,12570,Prinses Beatrixlaan,Utrecht,Weg
0344300000003070,17801,Prinses Beatrixlaan,De Meern,Weg
0344300000000572,12580,Prinses Beatrixplein,Utrecht,Weg
0344300000002512,12585,Prinses Christinalaan,Utrecht,Weg
0344300000002203,17802,Prinses Christinalaan,De Meern,Weg
0344300000001147,18537,Prinses Irenebrug,Utrecht,Kunstwerk
0344300000000573,12590,Prinses Irenelaan,Utrecht,Weg
0344300000002204,17803,Prinses Irenelaan,De Meern,Weg
0344300000003528,12575,Prinses Ireneplateau,Utrecht,Weg
0344300000003035,17804,Prinses Margrietlaan,De Meern,Weg
0344300000000574,12600,Prinses Margrietstraat,Utrecht,Weg
0344300000000575,12610,Prinses Marijkelaan,Utrecht,Weg
0344300000002513,12620,Prinsesselaan,Utrecht,Weg
0344300000000576,12640,Priokstraat,Utrecht,Weg
0344300000000577,80,Prof. Abersonlaan,Utrecht,Weg
0344300000001576,9850,Prof. Adolf Mayerlaan,Utrecht,Weg
0344300000002379,2561,Prof. Bijvoetlaan,Utrecht,Weg
0344300000001664,2330,Prof. Broekemalaan,Utrecht,Weg
0344300000000579,9510,Prof. Dr. Magnuslaan,Utrecht,Weg
0344300000003477,4444,Prof. Fischerlaan,Utrecht,Weg
0344300000001652,1190,Prof. H. Bavinckstraat,Utrecht,Weg
0344300000000583,16380,Prof. Hugo de Vrieslaan,Utrecht,Weg
0344300000002784,2373,Prof. Jan Bronnerlaan,Utrecht,Weg
0344300000001715,16790,Prof. Johanna Westerdijklaan,Utrecht,Weg
0344300000001697,6970,Prof. Jordanlaan,Utrecht,Weg
0344300000003742,6975,Prof. Jordanpad,Utrecht,Weg
0344300000000580,3480,Prof. J.W. Dieperinklaan,Utrecht,Weg
0344300000002736,7788,Prof. Kohnstammstraat,Utrecht,Weg
0344300000002516,4680,Prof. Leonard Fuchslaan,Utrecht,Weg
0344300000001577,15450,Prof. Melchior Treublaan,Utrecht,Weg
0344300000000581,12670,Prof. Pullelaan,Utrecht,Weg
0344300000002515,12960,Prof. Reinwardtlaan,Utrecht,Weg
0344300000001578,13190,Prof. Ritzema Boslaan,Utrecht,Weg
0344300000002514,14080,Prof. Sjollemalaan,Utrecht,Weg
0344300000000582,14450,Prof. Sprengerlaan,Utrecht,Weg
0344300000001575,14910,Prof. Suringarlaan,Utrecht,Weg
0344300000002266,17960,Prof. Titus Brandsmalaan,Vleuten,Weg
0344300000000578,1360,Prof. van Bemmelenlaan,Utrecht,Weg
0344300000001282,16600,Prof. Wattjesstraat,Utrecht,Weg
0344300000000584,16720,Prof. Wentlaan,Utrecht,Weg
0344300000002739,19528,Prof. Zonnebloemhof,Utrecht,Weg
0344300000001827,17453,Prof. Zonnebloemlaan,Utrecht,Weg
0344300000001760,12645,Professeurperenlaan,Vleuten,Weg
0344300000002108,17961,Professor Bronkhorstlaan,Vleuten,Weg
0344300000002611,12646,Professorenlaantje,Utrecht,Weg
0344300000003863,25025,Pronkridderhof,Vleuten,Weg
0344300000002174,12653,Proostwetering,Utrecht,Weg
0344300000001214,18727,Protonhaven,Utrecht,Water
0344300000000585,12660,Protonweg,Utrecht,Weg
0344300000000586,12663,Provence,Utrecht,Weg
0344300000003857,25018,Prozeeweg,Utrecht,Weg
0344300000001816,12667,Ptolemaeuslaan,Utrecht,Weg
0344300000003740,12675,Puntdraadhof,Utrecht,Weg
0344300000002333,17962,Puntenburg,Vleuten,Weg
0344300000003154,12680,Purpervlinderstraat,Utrecht,Weg
0344300000002267,17963,Puttershof,Vleuten,Weg
0344300000003098,17964,Pyramideboomgaard,Vleuten,Weg
0344300000000587,12715,Pyreneeën,Utrecht,Weg
0344300000002517,12717,Pythagoraslaan,Utrecht,Weg
0344300000000588,12719,Québecdreef,Utrecht,Weg
0344300000000589,12720,Queeckhovenplein,Utrecht,Weg
0344300000000590,12730,Queridostraat,Utrecht,Weg
0344300000001181,18585,Quintijnsbrug,Utrecht,Kunstwerk
0344300000002518,12733,Quitodreef,Utrecht,Weg
0344300000000784,7207,R.A. Kartinistraat,Utrecht,Weg
0344300000000591,12740,Raadwijk,Utrecht,Weg
0344300000001368,12750,Raamstraat,Utrecht,Weg
0344300000002519,12760,Rabelaisstraat,Utrecht,Weg
0344300000001579,12770,Rachmaninoffplantsoen,Utrecht,Weg
0344300000000592,12780,Racinelaan,Utrecht,Weg
0344300000000593,12785,Radboudkwartier,Utrecht,Weg
0344300000001322,12787,Radboudtraverse,Utrecht,Weg
0344300000003058,12788,Radonweg,Utrecht,Weg
0344300000003590,12800,Raiffeisenlaan,Utrecht,Weg
0344300000002388,1385,Ralph Benatzkylaan,Utrecht,Weg
0344300000002520,12810,Ramsesdreef,Utrecht,Weg
0344300000000594,12820,Ramstraat,Utrecht,Weg
0344300000001580,16537,Raoul Wallenberglaan,Utrecht,Weg
0344300000002521,12830,Rapenburchdreef,Utrecht,Weg
0344300000002353,17807,Rapijnenpolder,De Meern,Weg
0344300000000595,12840,Rauwenhofflaan,Utrecht,Weg
0344300000001225,12855,Ravelijnpad,Utrecht,Weg
0344300000001369,12850,Ravellaan,Utrecht,Weg
0344300000003811,2821,Ray Charlesstraat,Utrecht,Weg
0344300000003512,2982,Ray Connifpad,Utrecht,Weg
0344300000000596,12880,Reactorweg,Utrecht,Weg
0344300000003071,17806,Réaumur,De Meern,Weg
0344300000001589,12890,Réaumurlaan,Utrecht,Weg
0344300000001581,12910,Reestraat,Utrecht,Weg
0344300000003469,19065,Regenboogbrug,De Meern,Kunstwerk
0344300000002054,12920,Regentesselaan,Utrecht,Weg
0344300000000597,12930,Reggestraat,Utrecht,Weg
0344300000002522,12940,Reguliersteeg,Utrecht,Weg
0344300000002628,12942,Regulusweg,De Meern,Weg
0344300000000598,12945,Reiderland,Utrecht,Weg
0344300000002205,17809,Reijerscop,De Meern,Weg
0344300000003680,18755,Reijerscopsche Wetering,De Meern,Water
0344300000001385,1802,Reinder Blijstralaan,Utrecht,Weg
0344300000000599,12970,Reitdiepstraat,Utrecht,Weg
0344300000000600,12980,Rembrandtkade,Utrecht,Weg
0344300000002268,17965,Rembrandtlaan,Vleuten,Weg
0344300000000763,12985,Remiseweg,Utrecht,Weg
0344300000002747,12982,Remmerstein,Vleuten,Weg
0344300000002748,12984,Remmersteinplaats,Vleuten,Weg
0344300000002927,12987,Rendierstraat,Utrecht,Weg
0344300000002206,17810,Renesselaan,De Meern,Weg
0344300000001792,12995,Renoirhof,Utrecht,Weg
0344300000002523,13010,Renstraat,Utrecht,Weg
0344300000000601,13020,Reviuskade,Utrecht,Weg
0344300000002129,595,Reyer Anslostraat,Utrecht,Weg
0344300000002963,13027,Reykjavikplein,Utrecht,Weg
0344300000002980,13025,Reykjavikstraat,Utrecht,Weg
0344300000002651,12991,Rhenovalaan,Vleuten,Weg
0344300000002965,18644,Rhijnoordviaduct,Utrecht,Kunstwerk
0344300000001686,13050,Rhijnvis Feithstraat,Utrecht,Weg
